Sample_Number,Date_Collected,Storage_Solution,CollectionSite,Collection_Site_Location_Details,Brood_year,Year_Class,Oyster_Length_,Oyster_Depth,Weight_g,Size_Class,Tissue,,,,,,,
1188,2017-02-21,95% Ethanol,BaynesSound, Baynes Sound Reef,2016 (?),1,0.1-0.3,,,Spat,,,,,,,,
1189,2017-02-21,95% Ethanol,BaynesSound, Baynes Sound Reef,2016 (?),1,0.1-0.3,,,Spat,,,,,,,,
1190,2017-02-21,95% Ethanol,BaynesSound, Baynes Sound Reef,2016 (?),1,0.1-0.3,,,Spat,,,,,,,,
1191,2017-02-21,95% Ethanol,BaynesSound, Baynes Sound Reef,2016 (?),1,0.1-0.3,,,Spat,,,,,,,,
1192,2017-02-21,95% Ethanol,BaynesSound, Baynes Sound Reef,2016 (?),1,0.1-0.3,,,Spat,,,,,,,,
1193,2017-02-21,95% Ethanol,BaynesSound, Baynes Sound Reef,2016 (?),1,0.1-0.3,,,Spat,,,,,,,,
1194,2017-02-21,95% Ethanol,BaynesSound, Baynes Sound Reef,2016 (?),1,0.1-0.3,,,Spat,,,,,,,,
1195,2017-02-21,95% Ethanol,BaynesSound, Baynes Sound Reef,2016 (?),1,0.1-0.3,,,Spat,,,,,,,,
1196,2017-02-21,95% Ethanol,BaynesSound, Baynes Sound Reef,2016 (?),1,0.1-0.3,,,Spat,,,,,,,,
1197,NA,95% Ethanol,NA,,NA,NA,NA,NA,NA,#N/A,NA,,,,,,,
1198,NA,95% Ethanol,NA,,NA,NA,NA,NA,NA,#N/A,NA,,,,,,,
1199,NA,95% Ethanol,NA,,NA,NA,NA,NA,NA,#N/A,NA,,,,,,,
1200,NA,95% Ethanol,NA,,NA,NA,NA,NA,NA,#N/A,NA,,,,,,,
1201,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1202,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1203,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1204,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1205,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1206,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1207,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1208,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1209,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1210,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1211,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1212,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1213,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1214,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1215,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1216,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1217,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1218,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1219,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1220,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1221,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1222,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1223,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1224,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1225,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1226,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1227,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1228,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1229,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1230,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1231,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1232,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1233,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1234,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1235,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1236,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1237,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1238,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1239,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1240,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1241,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1242,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1243,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1244,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1245,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1246,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1247,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1248,2017-06-02,95% Ethanol,Hisnit, Hisnit Inlet,2009-2011,5-8 yr,13.5,,270,6,Mantle,,,,,,,
1249,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1250,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1251,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1252,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1253,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1254,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1255,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1256,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1257,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1258,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1259,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1260,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1261,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1262,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1263,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1264,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1265,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1266,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1267,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1268,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1269,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1270,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1271,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1272,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1273,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1274,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1275,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1276,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1277,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1278,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1279,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1280,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1281,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1282,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1283,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1284,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1285,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1286,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1287,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1288,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1289,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1290,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1291,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1292,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1293,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1294,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1295,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1296,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,4,Mantle,,,,,,,
1297,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,#N/A,Mantle,,,,,,,
1298,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,#N/A,Mantle,,,,,,,
1299,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,#N/A,Mantle,,,,,,,
1300,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,#N/A,Mantle,,,,,,,
1301,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,#N/A,Mantle,,,,,,,
1302,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,#N/A,Mantle,,,,,,,
1303,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,#N/A,Mantle,,,,,,,
1304,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2015,2 yr,7.7,,34,#N/A,Mantle,,,,,,,
1305,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1306,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1307,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1308,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1309,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1310,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1311,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1312,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1313,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1314,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1315,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1316,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1317,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1318,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1319,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1320,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1321,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1322,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1323,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1324,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1325,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1326,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1327,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1328,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1329,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1330,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1331,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1332,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1333,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1334,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1335,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1336,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1337,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1338,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1339,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1340,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1341,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1342,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1343,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1344,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1345,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1346,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1347,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1348,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1349,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1350,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1351,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1352,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,2,Mantle,,,,,,,
1353,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,#N/A,Mantle,,,,,,,
1354,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,#N/A,Mantle,,,,,,,
1355,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,#N/A,Mantle,,,,,,,
1356,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,#N/A,Mantle,,,,,,,
1357,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,#N/A,Mantle,,,,,,,
1358,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,#N/A,Mantle,,,,,,,
1359,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,#N/A,Mantle,,,,,,,
1360,2017-06-05,95% Ethanol,SerpentineRiver,Serpentine River,2016,1 yr,4,,5,#N/A,Whole body,,,,,,,
1361,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1362,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1363,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1364,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1365,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1366,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1367,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1368,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1369,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1370,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1371,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1372,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1373,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1374,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1375,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1376,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1377,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1378,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1379,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1380,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1381,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1382,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1383,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1384,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1385,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1386,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1387,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1388,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1389,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1390,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1391,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1392,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1393,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1394,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1395,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1396,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1397,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1398,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1399,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1400,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1401,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1402,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1403,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1404,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1405,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1406,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1407,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1408,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1409,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1410,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1411,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1412,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1413,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1414,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1415,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1416,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1417,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1418,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1419,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1420,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1421,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1422,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1423,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1424,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1425,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1426,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1427,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
1428,,95% Ethanol,,Contains no sample; With RS,,,,,,#N/A,,,,,,,,
